x1	y1	y2	y3
0	3.97538809978471	9.95550642369898	6.77312629248156
0.05	5.94100233637968	10.9744951069974	26.4837046613789
0.1	5.30792649829028	10.6076198760733	0.862789560408849
0.15	5.59378443623559	9.69598613512464	23.5205084384769
0.2	3.60685292837818	11.4621363590356	15.0142828305004
0.25	4.50910220186589	13.3711192087982	5.66306947900974
0.3	5.34441993902523	5.28682584372962	18.3545505661938
0.35	6.09859980431131	12.0704758560993	1.47406435276926
0.4	3.32808628747944	10.1222899172794	25.9443366585873
0.45	2.84933652273664	9.18773093353012	13.1954736908991
0.5	2.26466783359723	13.4415452462209	14.4006717953123
0.55	1.43098709664595	12.1074827493691	21.0894296953286
0.6	2.90567396599994	9.64697035502218	17.190607889675
0.65	3.04878016217083	11.2568395910533	8.75389264130956
0.7	-0.447832840791328	9.61776427268596	-13.7235489894242
0.75	1.74968666438015	10.3563131218797	7.32815801198565
0.8	0.593225190130308	15.8906503543327	47.2312310386209
0.85	0.864427804423227	13.5256544672505	2.84521729961128
0.9	-2.02147151197346	14.2126325307727	8.75985876559479
0.95	0.541008928954526	11.0171786026547	10.6031042274032
1	-1.34638209343521	12.3791164136297	48.8641611159412
1.05	-0.531540144238819	13.4813564225522	-7.81765232303713
1.1	-0.164145217349564	13.4379600514334	13.1442464426917
1.15	-1.74954709738108	12.0146038277948	13.2451950593961
1.2	-0.906425588981462	13.4762382421568	4.47484855384876
1.25	0.0748109902262211	9.8899586074492	22.3753341624993
1.3	-0.622600744939692	13.9920004107926	45.071236749069
1.35	-1.53646016288693	12.6762432578371	6.50927697046365
1.4	-0.0468235752351989	14.5455338495394	17.2281873781165
1.45	-1.20200932913642	16.3011964625647	11.2043712163965
1.5	-2.07202899533912	12.457286884676	36.5989385493567
1.55	-1.93659099767389	18.6268942683453	-26.1664476553406
1.6	-2.7534193545128	14.0179155136719	28.2167148908402
1.65	-2.33192370068274	13.9818950766118	40.6788193810007
1.7	-2.51138356926865	13.9814215114327	27.750882855122
1.75	-4.06678667602987	16.3801295265247	13.4149097979049
1.8	0.311285360362594	16.5412284762353	11.3291053557041
1.85	-2.29346314605176	13.7766776297146	56.7323390938868
1.9	-3.33284972502684	15.6230690034327	11.0397566195616
1.95	-3.92801369972378	15.6962017456979	42.3259236851812
2	-1.71569413938844	16.2475383440511	8.70160141373479
2.05	-3.4598180487614	16.1624583532824	24.1242908015065
2.1	-2.56547011206924	17.3161632723154	-12.3358323833088
2.15	-2.89684614159324	19.1856302795004	27.1834578827535
2.2	-3.10294010605663	14.8115979120116	54.6296003594401
2.25	-3.87944707627294	13.893289150884	-0.0916575289432622
2.3	-2.90489253968152	15.3937631849174	30.1409960752385
2.35	-3.50717177303673	18.5132237821902	28.5103998800933
2.4	-1.74468723876929	16.7571632846872	-9.02675171631812
2.45	-5.34273729393919	15.5778464809361	13.0383445712075
2.5	-4.08468871799722	12.6232883730424	13.2549345216048
2.55	-4.51837232188271	17.2710167321229	1.12926951286001
2.6	-2.12510972804228	18.7801533824442	23.6225237252776
2.65	-4.29176481251603	17.9430616871219	1.21765341959963
2.7	-2.79079805313111	16.7645113081656	5.6454604124572
2.75	-4.11663344438224	15.250197140529	15.8683495646655
2.8	-4.70967312593879	21.1470955387952	41.1754959548943
2.85	-5.93425110945465	20.3926179560772	8.30133877488674
2.9	-3.46986848284765	18.7672303452318	2.580725040529
2.95	-4.04274702540768	19.6360376002622	25.8037074039978
3	-4.51964186741598	17.8089094642931	24.5884825715469
3.05	-6.21869494287274	21.061350141677	27.7648147069654
3.1	-3.68615974055114	20.4173970165848	38.9181282695908
3.15	-2.52611951411391	18.384422415525	19.2853202672545
3.2	-3.67248358335155	18.3996646849749	55.2321521875929
3.25	-3.61378277359652	17.5681870020612	37.7359140450421
3.3	-4.15309150785894	23.8049530957694	22.3551915031872
