-0.018463	0.072174	-0.251312
-0.080719	-0.140228	-0.534821
-0.204468	-0.226593	-0.266876
-0.045471	-0.021057	-0.219879
-0.278320	0.088043	-0.274506
-0.352936	-0.061340	-0.150909
-0.113831	0.268707	-0.032043
-0.263062	-0.220795	-0.268402
-0.183258	-0.312958	-0.198059
-0.229034	-0.099182	-0.240479
-0.176849	-0.006714	-0.546570
-0.170898	-0.094452	-0.281067
-0.041656	-0.281982	-0.280304
-0.012054	-0.154877	-0.289459
-0.017548	0.053558	-0.312958
-0.031281	0.044098	-0.168304
-0.056458	0.019836	-0.310211
-0.100098	0.001526	-0.253296
-0.184784	-0.178528	-0.229340
-0.245667	-0.125885	-0.315857
-0.251617	0.065155	-0.644073
-0.352020	0.027771	-0.359344
-0.420380	-0.105591	-0.397491
-0.730591	-0.163574	-0.516510
-0.334625	-0.154266	-0.417633
-0.178070	-0.138092	-0.416718
-0.100861	0.057068	-0.442352
-0.128479	-0.059509	-0.478363
-0.031738	-0.111847	-0.411530
0.034180	-0.158539	-0.567322
0.399628	-0.017548	-0.454865
0.107574	-0.003052	-0.476990
0.099487	0.008545	-0.457458
0.145416	-0.014496	-0.554962
0.157166	-0.081482	-0.475159
0.162048	-0.056610	-0.562592
0.117340	-0.051270	-0.505524
0.090485	0.019684	-0.561981
-0.009460	-0.058594	-0.540009
-0.097961	-0.135956	-0.542603
-0.172424	-0.083771	-0.395050
-0.139771	-0.096588	-0.851288
-0.202179	-0.069275	-0.285797
-0.175781	0.053101	-0.714417
-0.274811	-0.024109	-0.529480
-0.145569	-0.100708	-0.479889
-0.117493	-0.083771	-0.561523
-0.103607	0.029144	-0.507812
-0.089874	0.083771	-0.517426
-0.047455	0.008698	-0.517273
-0.047302	0.041199	-0.505066
-0.058289	-0.077667	-0.484772
-0.144348	-0.011444	-0.513153
-0.220642	0.101624	-0.418701
-0.522003	0.149231	-0.514679
-0.237579	0.008240	-0.448761
-0.173492	-0.002747	-0.490875
-0.118408	-0.052185	-0.469971
-0.045013	0.042419	-0.462036
0.033417	0.133057	-0.484619
0.022888	0.039520	-0.449219
0.060730	0.141449	-0.389099
0.013123	0.057678	-0.470886
-0.003204	0.521240	-0.440521
-0.002899	0.253906	-0.280609
-0.043335	0.370331	-0.782013
-0.073700	0.534668	-0.294647
-0.134888	0.193329	-0.407867
-0.144348	-0.000305	-0.413971
-0.130005	0.218658	-0.419006
-0.132599	0.429230	-0.668488
-0.133209	0.081940	-0.229034
-0.125885	0.165100	-0.384369
-0.098267	0.146790	-0.358887
-0.066223	0.165253	-0.324707
-0.044403	0.222015	-0.608063
0.045929	0.446930	-0.373993
0.072174	0.305786	-0.371399
0.037231	0.232544	-0.393677
0.019226	0.197601	-0.365295
-0.031891	0.414581	-0.373688
-0.079498	0.458221	-0.381165
-0.103607	0.492859	-0.364075
-0.137177	0.430908	-0.360718
-0.192719	0.316772	-0.388947
-0.259399	0.292511	-0.383606
-0.290222	0.398712	-0.387726
-0.308075	0.535889	-0.393219
-0.235596	0.400543	-0.396576
-0.156860	0.261383	-0.420227
-0.081482	0.185852	-0.410919
-0.040588	0.223389	-0.419312
-0.033112	0.259399	-0.428009
0.012207	0.351257	-0.423584
0.027161	0.280762	-0.454559
0.015564	0.227814	-0.429687
-0.012054	0.254822	-0.456085
-0.008392	0.383301	-0.450134
0.033417	0.454712	-0.447998
0.046082	0.430908	-0.473022
0.046234	0.346069	-0.469971
0.027161	0.161285	-0.458832
-0.021210	0.254517	-0.477600
-0.038452	0.301361	-0.466156
-0.110931	0.318451	-0.475616
-0.213165	0.168152	-0.469818
-0.232391	0.076599	-0.470276
-0.276947	0.046387	-0.476837
-0.305634	0.084534	-0.477905
-0.299225	0.191956	-0.466766
-0.245056	0.171661	-0.458374
-0.171356	0.064545	-0.467987
-0.113068	-0.098877	-0.466919
-0.055084	0.003357	-0.456696
-0.019836	0.105591	-0.461273
0.002747	0.156403	-0.453339
0.085449	0.067444	-0.455322
0.129395	-0.008087	-0.456238
0.135803	-0.010223	-0.451660
0.098724	0.074615	-0.460205
0.063477	0.169220	-0.442047
0.008698	0.105743	-0.450134
-0.094910	-0.037689	-0.441437
-0.180359	-0.111542	-0.457916
-0.239258	-0.040436	-0.436554
-0.328979	-0.002747	-0.456696
-0.326691	0.133667	-0.450592
-0.329285	0.035400	-0.437469
-0.308990	-0.032806	-0.441589
-0.307770	-0.081635	-0.444336
-0.238647	0.038300	-0.443268
-0.154114	0.120697	-0.439301
-0.095978	0.157013	-0.452423
-0.048828	0.088501	-0.458221
-0.020599	-0.027161	-0.458221
-0.019684	-0.020294	-0.465393
-0.066223	0.057068	-0.449677
-0.149536	0.147400	-0.466919
-0.182953	0.061493	-0.461884
-0.208282	-0.051117	-0.446320
-0.201263	-0.115204	-0.459900
-0.202789	-0.072327	-0.462494
-0.209198	0.004730	-0.451508
-0.181274	0.102234	-0.441742
-0.195312	-0.021667	-0.463867
-0.125427	-0.126190	-0.440979
-0.083923	-0.040894	-0.449219
-0.076447	0.055542	-0.431824
-0.076752	0.095978	-0.426483
-0.080109	0.095062	-0.436249
-0.001831	0.102844	-0.420532
0.070038	-0.032959	-0.442047
0.145416	0.073395	-0.435638
0.243835	0.172729	-0.427856
0.247650	0.188446	-0.424194
0.215149	0.040741	-0.442505
0.103912	-0.022430	-0.453033
0.058594	-0.020294	-0.426331
0.020447	0.048981	-0.439758
-0.000458	0.170593	-0.442505
0.023193	0.191498	-0.459595
0.043793	0.200806	-0.437622
0.028839	0.184631	-0.465698
-0.034637	0.374298	-0.449524
-0.140381	0.537872	-0.457611
-0.202026	0.646973	-0.457458
-0.233612	0.569305	-0.480194
-0.086212	0.538025	-0.461578
0.082092	0.432739	-0.460510
0.275726	0.521545	-0.458527
0.384521	0.705261	-0.475006
0.381165	0.735016	-0.458984
0.319519	0.707550	-0.473022
0.216827	0.732574	-0.480042
0.102692	0.854645	-0.485229
-0.053711	1.127777	-0.481110
-0.287323	1.590271	-0.479431
-0.509796	1.553650	-0.487976
-0.629730	1.706696	-0.491180
-0.677643	2.023621	-0.473328
-0.649109	2.427368	-0.481262
-0.586700	2.658539	-0.469666
-0.480194	2.640228	-0.472717
-0.347748	2.651978	-0.446167
-0.244293	2.646179	-0.461578
-0.144196	2.656097	-0.467072
-0.055389	2.651520	-0.453033
0.049744	2.654266	-0.443420
0.040894	2.642517	-0.465546
0.014496	2.651978	-0.439148
-0.033417	2.648163	-0.425873
-0.066833	2.646484	-0.422668
-0.045013	2.144775	-0.421753
-0.001526	1.754303	-0.414734
-0.061951	1.328125	-0.419617
-0.106506	0.826263	-0.409546
-0.141907	0.440674	-0.406342
-0.169525	0.425568	-0.410004
-0.159607	0.412140	-0.404663
-0.167084	0.402679	-0.396729
-0.106964	0.282593	-0.394135
0.005493	0.178223	-0.377502
0.108337	0.304718	-0.386200
0.180054	0.417023	-0.372314
0.216064	0.323639	-0.374451
0.231934	0.125732	-0.346069
0.146484	-0.053864	-0.334625
-0.032349	-0.200806	-0.343781
-0.314331	-0.155487	-0.337677
-0.600128	-0.048065	-0.312805
-0.924835	-0.043335	-0.320282
-1.185455	-0.085144	-0.323944
-1.303558	-0.115662	-0.300140
-1.294250	0.088959	-0.298767
-1.080170	0.239868	-0.294342
-0.691376	0.357819	-0.275116
-0.241241	0.313110	-0.275726
0.269775	0.218658	-0.272217
0.796204	0.160980	-0.239716
1.299896	0.243683	-0.235443
1.669464	0.348053	-0.238953
1.803131	0.292206	-0.235596
1.405182	0.163879	-0.229340
0.592041	0.085907	-0.224457
-0.205078	0.099945	-0.220032
-1.005554	0.106354	-0.214539
-2.008057	0.259399	-0.202484
-2.626343	0.186005	-0.209503
-2.625122	0.180511	-0.189972
-2.627258	0.071564	-0.209351
-2.628021	0.168304	-0.196075
-2.462006	0.231934	-0.183411
-0.215302	0.284882	-0.187531
2.205505	0.279999	-0.173645
2.683716	0.124359	-0.173035
-0.383453	0.133514	-0.180969
-0.304718	0.236511	-0.182953
0.085907	0.328064	-0.171814
-0.335846	0.233612	-0.177155
-0.339661	0.153046	-0.173950
-0.341797	0.088196	-0.179138
2.886353	0.155334	-0.186615
-0.403137	0.252533	-0.192566
-2.666626	0.321350	-0.200653
0.126495	0.253601	-0.201416
-0.084686	0.094757	-0.211792
-0.391693	0.140076	-0.228577
-0.347748	0.253906	-0.230255
-0.335999	0.334473	-0.217590
-0.345306	0.314026	-0.227814
-0.904541	0.269470	-0.236969
-0.702667	0.087891	-0.231781
2.220001	0.136566	-0.270538
-0.571747	0.245209	-0.249786
-0.342407	0.298004	-0.275421
-0.343170	0.186920	-0.265045
0.406036	0.102844	-0.266724
2.651978	0.118256	-0.280304
0.516968	0.186615	-0.290833
-1.545715	0.298920	-0.284271
-2.612457	0.227203	-0.271759
-2.624512	0.155945	-0.286407
-2.622375	0.085297	-0.282898
-2.606506	0.198822	-0.285187
-2.274628	0.287781	-0.299072
-1.908569	0.351868	-0.277557
-1.765594	0.290375	-0.280457
-1.637878	0.210114	-0.268097
-1.269989	0.116882	-0.283966
-0.497131	0.185089	-0.277100
0.602722	0.283051	-0.268097
1.956482	0.255585	-0.269318
2.670288	0.156708	-0.258789
2.692719	0.078888	-0.248871
0.855255	0.077057	-0.234375
0.489655	0.163269	-0.225677
0.505829	0.362244	-0.190582
0.314026	0.246429	-0.210724
1.241913	0.155182	-0.174866
1.590576	0.149231	-0.161591
1.671143	0.256958	-0.175171
-0.776215	0.309296	-0.159607
-2.643280	0.296936	-0.153961
-2.616272	0.272675	-0.158844
-0.271606	0.131836	-0.157623
