,1101,1102,1103,1104,1107,1108,1109,1110
20040102,704498,299737,200024,151413,35007,121703,10479,85517
20040105,1356018,383534,409709,284544,77054,141937,21858,127431
20040106,1250267,641017,217780,168474,48405,68630,10844,97883
20040107,934086,502062,220198,94607,45787,71349,8262,52623
20040108,569224,227728,149875,64437,32634,94959,9620,65963
20040109,761950,279959,168295,73952,36311,63871,7835,34390
20040112,299925,203556,91066,47753,28582,25308,3787,26574
20040113,472602,145967,99088,34136,18691,27186,8786,14596
20040114,661558,162939,108836,68156,25865,36421,19336,46604
20040115,391630,151357,166195,53292,36545,35564,17908,23838
20040116,519935,173134,130791,46426,27911,45876,23025,30438
20040127,1267469,414243,207989,156311,77684,118656,26862,58035
20040128,493657,223987,203311,154604,148917,65808,26086,100772
20040129,591738,225046,142787,59480,84051,48357,16919,209135
20040130,467612,185984,95159,150962,78693,122551,27280,206348
20040202,437479,203520,126727,270263,155934,130063,40303,97202
20040203,445408,146149,100232,69821,150404,118572,17191,332693
20040204,386323,140784,77209,55524,74358,380087,45451,215434
20040205,387049,169852,164388,72072,55511,205615,13602,137851
20040206,978072,375311,476824,357885,183744,264722,25088,250102
20040209,924006,583553,314448,276930,167603,145774,23276,306457
20040210,1569079,694425,798098,336039,362173,146691,53205,222834
20040211,875661,189527,333926,154830,331147,65259,31124,224492
20040212,729564,246803,246049,160765,139199,64322,20149,173290
20040213,1200960,844629,333310,176529,199128,50301,24054,178476
20040216,3204683,1132873,515701,278110,291987,72376,13840,168170
20040217,1477319,654958,333142,115443,421557,43280,13899,108426
20040218,876511,556460,631929,103274,369678,49672,10593,89272
20040219,993242,248527,253573,69019,161471,35614,10842,97875
20040220,894896,246350,242443,72535,151908,35375,7094,51218
20040223,617158,122227,240721,118319,130128,30222,12246,171523
20040224,805444,100675,178547,65179,309972,53347,14870,145505
20040225,579808,106576,145857,33875,251190,61047,5034,55780
20040226,517028,217740,159452,75514,157369,28020,7849,50573
20040227,364229,115978,94728,60368,142969,25327,6649,41961
20040301,1479296,368794,358374,148322,228384,71134,13438,91645
20040302,2041589,534016,1134458,283769,274048,161631,31422,187084
20040303,805052,572574,600162,190464,130894,58565,9638,77152
20040304,719556,364192,299270,104369,122153,34921,13078,60066
20040305,650250,268411,384661,129509,114083,58158,14330,64969
20040308,470162,179724,153111,56289,63751,24679,13484,30728
20040309,489267,121737,101572,49630,115285,19304,10309,27930
20040310,408761,128599,167563,47512,99329,49486,6197,50419
20040311,247266,99747,98528,35029,50682,20449,7898,23166
20040312,600118,122280,221395,89554,103903,77148,17172,129235
20040315,1473618,751686,600220,441734,295926,157600,74921,318954
20040316,773076,310866,256934,152701,134738,504145,38332,431420
20040317,604207,346863,225471,88262,67050,128126,14469,124600
20040318,602770,289157,268451,95662,84052,97244,20718,79293
20040319,354951,143443,179134,140015,83315,61580,11368,51391
20040322,50070,5433,7977,10251,4069,2100,7054,2620
20040323,1203477,238134,90384,159788,16160,13397,13318,71769
20040324,446249,504987,489207,87288,69121,70469,8436,52259
20040325,307019,219477,149353,39223,54587,43958,6621,38939
20040326,263947,138778,209386,53068,50344,40323,4736,39602
20040329,470477,235802,177027,79429,17085,16705,2149,8497
20040330,312413,443112,210039,71470,35839,53576,7529,76865
20040331,249372,250211,150662,89870,58542,38201,6035,59666
20040401,316770,465234,136926,85960,69032,93503,31754,95299
20040402,166422,266981,90922,55165,42833,107459,9478,50152
20040405,234699,226171,73247,43975,28895,128712,6670,38776
20040406,354879,266367,97236,31063,33826,132145,6250,47080
20040407,400618,224158,32636,19228,27289,35435,2548,15476
20040408,191232,194716,113072,17222,25165,70753,2993,19336
20040409,198867,127450,261088,42755,26120,91928,4613,30453
20040412,341916,304660,267823,81327,34093,24820,4237,40973
20040413,520548,273258,211433,60348,37331,27021,2516,48322
20040414,690579,221906,157061,94257,75177,76495,12354,112265
20040415,298632,160446,56718,247496,72959,122418,7795,43641
20040416,191065,241073,39044,46533,31716,98844,5086,31470
20040419,188905,99754,85343,56255,29813,126420,11478,84884
20040420,315390,68362,40962,32574,24327,304419,5942,32316
20040421,202690,90194,40915,35988,24717,67841,3841,31166
20040422,354740,223831,90609,36062,28765,81707,5786,31959
20040423,194183,52650,68426,23367,18878,47797,5073,37038
20040426,209783,96501,61143,23040,16103,33637,2122,18241
20040427,331699,189717,98502,22819,27205,32389,4236,21222
20040428,275151,151912,84918,19806,19422,19990,3456,12082
20040429,571044,200046,215360,29530,20509,48700,5703,18743
20040430,424234,223377,107717,39322,24070,48946,6818,23516
