0.368652	-0.235596	1.546173
0.560913	0.597382	2.094421
0.412598	0.875397	2.295074
-0.130920	-0.506744	1.965942
-0.782776	0.193787	1.658020
-0.479889	-0.161133	1.531677
0.311127	0.162201	1.886139
0.448761	0.763702	2.696381
-0.440674	-0.802307	1.628876
-0.404816	0.603790	1.650085
0.901337	0.017395	2.376709
-0.516205	0.523224	2.163696
-0.758820	-0.790253	1.505585
0.167084	1.083527	2.301331
-0.423126	-0.637817	2.027283
-0.206299	0.480804	1.773834
0.552826	0.269470	2.068939
-0.357666	-0.294342	2.278900
-0.222168	0.695496	1.965942
0.534515	-0.348053	2.238312
-0.617371	0.370331	2.201080
0.815430	0.080109	2.512054
-0.194702	-0.230865	1.409912
0.153961	0.973358	2.722473
-0.015717	-0.929871	1.916656
0.957031	0.794220	2.097168
-0.648346	-0.014496	1.453552
0.319672	-0.031281	2.474976
0.119476	-0.126038	2.297668
0.246277	0.997162	2.835846
-0.319672	-0.330048	1.603546
-0.238647	-0.340576	1.986542
0.279236	0.374451	1.510925
-1.128693	0.276337	1.480255
-0.335388	0.661163	2.265320
-0.476685	-0.475464	1.497498
-0.297241	-0.465851	2.006836
0.102844	0.502777	2.419128
-1.023865	-0.054626	1.532745
-0.217438	0.297394	1.925201
0.011902	1.036072	2.171021
0.349274	0.550842	1.344299
-0.781860	0.054626	1.258698
-0.312347	0.401306	2.086334
0.404205	0.679932	2.569275
0.164337	0.152588	2.605133
-0.114594	-0.206604	2.427979
0.201569	-0.022888	2.113037
0.727844	0.351868	1.958466
0.808105	0.366516	2.225494
0.322418	0.112152	2.780304
-0.382996	-0.119781	2.005920
-0.817261	0.062561	1.259003
-0.638580	0.402679	2.370453
-0.108185	0.540466	3.072815
0.340271	0.553436	1.954803
0.675659	0.502625	2.767944
0.693970	0.166168	2.989197
0.604401	0.411987	1.741028
0.432129	0.593872	3.048553
0.322723	0.521545	1.691589
0.333099	0.226593	2.560883
0.318298	-0.179749	1.978149
0.331726	0.213013	2.378540
0.103455	0.529022	2.113800
-0.112152	0.303040	2.492523
-0.300446	0.037689	2.012482
-0.283051	0.487671	3.080292
-0.108185	0.735626	1.945953
-0.131226	0.240173	3.410339
-0.242310	0.314636	2.075958
-0.313873	0.418396	2.376404
-0.477600	-0.268097	2.878571
-0.627899	0.087891	1.422577
-0.519562	0.022125	2.194977
-0.359192	-0.063477	2.873688
-0.105286	0.779266	2.055817
0.054779	0.171814	2.301636
0.193024	0.457001	2.944946
-0.162659	-0.350342	2.555237
-0.385590	0.260162	1.874237
0.248566	0.351410	1.961212
0.287018	0.280457	2.518768
-0.240173	0.062408	2.859955
-0.250854	0.128937	2.822571
0.340271	0.404816	2.734985
0.126495	0.314331	2.247620
-0.407562	-0.259552	1.656647
-0.455780	0.508270	1.838226
-0.225983	0.279388	2.016602
-0.355225	-0.046539	1.800232
0.126190	0.204163	2.096405
-0.077667	-0.167847	2.341156
-0.518036	0.145111	1.923981
0.319061	0.456848	2.285919
0.028534	0.281830	2.147064
-0.086823	0.209656	2.006836
0.042267	0.264435	2.064667
-0.341797	0.080872	1.920013
0.505066	0.527954	2.771454
-0.606232	0.064087	2.543793
0.509491	0.505524	3.076324
-0.519714	0.111542	2.640228
0.304260	0.389252	2.289429
-0.444183	0.090790	2.117157
0.399628	0.377045	2.578125
-0.615997	0.046234	2.763062
0.412292	0.589447	2.846222
-0.451813	0.106201	1.941223
-0.222626	0.253906	2.613373
-0.126038	0.219116	2.852173
-0.137177	0.302277	2.417755
-0.165863	0.224762	2.003021
-0.323792	0.084686	2.063751
-0.093536	0.294952	2.692719
-0.048370	0.281830	2.693939
-0.391235	0.183411	2.252960
-0.032043	0.226593	2.021179
-0.012054	0.241241	1.981812
-0.111084	0.175323	2.267303
-0.013885	0.235138	2.542877
0.019836	0.172119	2.620850
-0.107880	0.142059	2.502899
-0.351868	0.238342	2.338104
-0.086365	0.250702	1.961517
